garment_type,order_quantity,num_stitch_operations,target_sewing_time_mins
Uniform,4606,14,8566.88
Trouser,1571,15,2356.77
T-Shirt,4523,7,2343.89
Jacket,362,30,1858.32
Trouser,1752,14,2468.11
Jacket,4915,28,25172.79
Jeans,4455,14,9316.44
Hoodie,465,17,1353.31
Blazer,4733,30,24153.81
Trouser,2929,15,4138.82
Jeans,3264,16,5965.23
Jacket,1046,25,4579.61
Jeans,605,17,1263.8
Blazer,3690,27,18423.01
Blazer,490,23,2439.79
Jeans,772,12,1332.93
Jeans,4622,17,8472.32
T-Shirt,2218,6,1182.54
Jeans,1969,12,3555.55
Trouser,658,12,943.25
Uniform,3815,17,7497.78
Shirt,2255,11,2324.34
Hoodie,356,22,1239.38
Hoodie,3920,21,12786.93
Kurti,4085,16,7689.95
Blazer,2180,26,12214.42
Dress,504,17,1326.67
T-Shirt,846,6,450.79
Dress,373,16,833.24
Shirt,1871,12,1993.8
Jeans,990,13,1797.09
Shirt,1573,11,1595.91
Kurti,1690,12,2928.49
Hoodie,1535,19,4195.32
Dress,2874,18,7406.04
Uniform,3422,18,7271.27
Trouser,3689,13,5444.69
Trouser,3238,11,4382.34
Jacket,3187,22,14809.06
Kurti,1116,16,1824.2
T-Shirt,2413,7,1417.84
Jacket,3099,20,11912.41
Uniform,1617,17,3288.2
Blazer,3962,27,22171.73
Shirt,3615,8,2993.26
Jacket,4306,28,19814.59
Jacket,3603,26,16093.79
Kurti,4343,15,7524.32
Shirt,4370,11,3860.26
Shirt,3282,8,3121.65
Uniform,4569,16,9145.56
Blazer,4900,24,26593.62
Trouser,1973,13,3122.11
T-Shirt,3062,8,1860.13
Trouser,1291,15,1987.52
Hoodie,1119,21,3226.01
Jacket,1562,26,7243.98
Uniform,1867,16,4313.28
Hoodie,1475,21,4976.95
Shirt,3634,8,3459.01
Shirt,3259,10,3303.46
Trouser,781,11,1007.68
Kurti,2256,10,3764.67
Uniform,4491,16,9450.62
Kurti,1727,10,2780.3
Shirt,4253,9,3940.94
Dress,1198,19,2750.15
Trouser,1478,10,1979.98
Jacket,1158,20,4631.8
T-Shirt,4703,6,2681.03
Trouser,4918,10,7462.94
Trouser,2988,10,4142.7
Jacket,1562,21,6384.39
Dress,2168,15,4622.51
Uniform,1133,17,2545.54
Shirt,2747,11,2558.53
Jacket,2768,28,12463.72
T-Shirt,371,7,193.61
Jeans,1781,18,3793.34
Jeans,3360,18,6308.95
Blazer,1240,24,6973.65
Uniform,1287,16,2836.68
Jeans,298,13,559.82
Hoodie,1738,22,5001.37
Kurti,4186,16,7416.7
Shirt,887,11,846.36
Hoodie,1705,18,4878.31
Shirt,3033,11,3090.34
Trouser,993,15,1594.34
Jacket,3532,23,16416.64
T-Shirt,3017,8,1684.39
Trouser,2452,10,3839.7
Shirt,1855,11,1787.37
T-Shirt,3874,5,2295.8
Blazer,4713,29,23981.39
Dress,3297,14,6884.16
Trouser,3653,13,5878.93
Dress,787,18,1985.18
Dress,1744,14,4117.57
Jacket,1435,25,6135.67
Jacket,2430,20,10158.13
Dress,1066,17,2430.28
T-Shirt,789,7,498.9
Blazer,482,22,2421.65
Jeans,710,15,1387.19
T-Shirt,3039,8,1588.87
Shirt,3250,10,3258.73
Jeans,2394,18,4634.18
Jacket,451,23,2002.09
T-Shirt,645,6,304.94
Shirt,2649,12,2385.75
Blazer,4745,29,25619.45
Blazer,3739,25,19282.37
Kurti,1145,12,2004.52
T-Shirt,541,7,350.26
Kurti,1605,15,2764.47
Jeans,1651,14,2888.26
Jacket,1836,24,8746.03
Dress,2821,20,7440.06
T-Shirt,2474,5,1256.65
Shirt,1806,10,1809.04
Uniform,1228,18,2420.74
Shirt,2841,12,2939.42
Hoodie,4384,17,13920.8
Uniform,925,15,2145.74
Jacket,245,29,1203.09
Jeans,3988,15,8319.75
Kurti,2621,15,4756.66
Jacket,2838,25,12351.93
Jacket,4105,27,18212.69
Hoodie,182,21,552.09
Hoodie,710,21,2101.15
Shirt,2259,9,2043.61
T-Shirt,1417,6,791.62
Blazer,1605,24,8777.42
T-Shirt,3648,6,1864.31
Dress,2995,17,7619.84
Uniform,4060,14,8941.26
Shirt,1104,11,1105.63
Hoodie,4803,18,14941.03
Dress,3020,17,7481.39
Kurti,3229,15,5758.27
Hoodie,4586,22,15829.95
Uniform,647,16,1473.42
Shirt,1690,9,1450.91
Hoodie,905,22,2901.38
Trouser,2560,11,3706.73
Blazer,3834,28,22591.32
Hoodie,716,16,2119.42
Jeans,1859,17,3637.87
Jeans,3268,13,6721.79
Uniform,4251,12,8502.03
Shirt,1565,9,1470.7
Shirt,2160,8,2067.23
Kurti,2323,12,3430.88
Blazer,4624,29,23750.18
Kurti,3301,10,4879.58
Jacket,3820,23,18177.21
Kurti,4890,14,8200.61
T-Shirt,2421,6,1257.87
Blazer,3185,22,14833.94
Jeans,4754,14,8314.17
Kurti,2394,12,3480.78
Uniform,4924,13,9611.44
Kurti,3302,11,5690.06
Trouser,4468,13,7093.61
T-Shirt,4762,6,2625.79
Jeans,3801,18,7487.7
Dress,1252,14,2609.35
Dress,2611,15,6279.44
Jeans,3242,12,5671.03
Uniform,4285,17,8801.2
Trouser,167,14,301.11
Shirt,497,11,484.45
Jacket,3041,21,13415.14
Kurti,2059,11,2911.95
T-Shirt,1399,7,831.97
Hoodie,3979,17,12512.49
Dress,2096,17,4648.52
Jeans,4318,17,8830.19
Trouser,1897,13,3008.61
Kurti,915,16,1670.88
Uniform,634,16,1310.1
Trouser,4600,14,7553.47
Trouser,4826,15,7180.71
Uniform,3823,17,8223.49
Trouser,3940,13,5440.73
Uniform,965,13,2033.38
Trouser,741,13,1205.82
Shirt,873,12,935.76
Blazer,2667,26,14884.69
Kurti,2359,13,3601.0
Dress,953,18,2140.26
Hoodie,3191,22,10149.38
Dress,4281,17,11027.38
Uniform,1780,14,3795.0
Jacket,169,24,716.61
Hoodie,2107,16,6017.38
Uniform,209,12,455.94
Uniform,3965,12,7265.09
Kurti,4725,16,7963.77
Shirt,695,10,754.05
Jacket,4064,24,16560.09
Jeans,276,14,590.19
Jacket,3213,22,14476.67
Trouser,1053,12,1514.03
Kurti,2027,11,3473.59
Kurti,3581,15,5492.11
Jacket,3038,29,14421.74
Shirt,3118,11,3366.48
Shirt,4477,9,4241.26
Hoodie,353,19,1140.5
Uniform,2992,12,5461.55
Shirt,754,9,679.44
Trouser,354,13,613.06
T-Shirt,4221,5,2097.23
T-Shirt,4414,7,2309.38
Hoodie,2782,21,9209.01
Kurti,4552,10,6456.8
Kurti,3097,13,4953.83
Shirt,1968,9,1858.23
Uniform,2737,14,6069.27
Jacket,1323,24,6342.03
Uniform,754,17,1512.28
Uniform,1113,15,2492.0
Jacket,4999,28,22971.04
Blazer,672,26,3307.14
Trouser,3234,10,4477.46
Blazer,4624,23,24816.56
Uniform,3507,15,6874.74
Uniform,2515,14,4652.06
Trouser,3857,11,5862.28
Hoodie,997,16,2957.6
Hoodie,2529,22,7999.91
Shirt,4122,8,4024.09
Blazer,3538,25,20198.18
Trouser,3164,11,4558.07
T-Shirt,687,7,373.57
Uniform,4026,17,8742.71
Hoodie,264,20,813.5
Shirt,4257,11,3983.92
Jeans,118,16,253.94
Hoodie,4973,17,14146.43
Hoodie,552,17,1585.23
Kurti,4244,10,6050.36
Uniform,3745,18,8007.48
Trouser,3655,11,4848.82
Jacket,545,30,2562.99
Dress,1948,14,4729.31
Kurti,191,16,327.92
Kurti,1912,11,2929.43
Blazer,4214,22,23360.6
Blazer,651,24,3508.51
Dress,4176,20,9682.33
Dress,472,18,1113.01
Blazer,948,23,5289.59
Uniform,414,15,965.3
Shirt,674,11,703.1
Dress,2910,20,7372.26
Jeans,4624,15,9877.66
Jacket,2432,28,10897.34
Jacket,4209,24,18783.25
Trouser,308,10,411.65
Blazer,2047,29,10991.52
Jeans,3492,16,6535.05
T-Shirt,1645,7,856.57
Dress,2003,19,4543.03
Shirt,778,8,738.99
Shirt,1525,11,1506.93
Blazer,2142,30,11358.52
Jeans,3639,12,7257.76
Shirt,2865,11,2657.8
Uniform,4373,13,8461.95
Hoodie,4781,22,15412.86
Hoodie,2122,22,6089.88
Shirt,3657,12,3816.83
Dress,3528,15,7928.35
Trouser,2361,15,4053.28
Jacket,4005,23,16056.13
Jacket,424,29,1777.49
Dress,3687,16,8618.12
Jeans,1291,17,2507.23
Jeans,913,17,1607.16
Dress,1867,14,3872.17
Uniform,2681,18,5382.9
Trouser,326,13,515.58
Hoodie,1136,16,3070.84
Jacket,4057,22,17462.45
Hoodie,2264,17,6795.99
Shirt,3883,10,3702.03
Jeans,2588,13,4648.92
Blazer,2858,28,16951.77
Dress,1289,15,3278.88
Jeans,3506,15,6253.86
T-Shirt,3961,6,2230.81
Hoodie,2933,21,8402.61
Uniform,4877,14,10404.41
Shirt,186,8,148.27
Shirt,2497,12,2539.75
Kurti,3546,13,6248.61
Uniform,1022,13,1993.66
Uniform,1682,16,3327.08
Kurti,323,11,500.62
Trouser,2028,14,3331.02
Trouser,4224,13,6546.45
Dress,3140,18,7553.3
T-Shirt,546,7,295.21
Hoodie,3044,16,9244.03
Shirt,4405,11,4391.57
Uniform,680,12,1352.69
Uniform,3285,15,6691.67
Kurti,148,16,267.45
Uniform,3152,13,6561.53
Uniform,1707,16,3325.32
Kurti,358,13,614.97
Jacket,307,26,1409.94
Uniform,4001,14,7617.79
Blazer,4651,29,25407.16
Jacket,4566,25,21901.15
Jacket,4983,27,24545.99
Blazer,3442,27,17366.64
Jeans,3033,16,5507.76
Dress,4607,19,10772.59
Kurti,2372,10,3542.48
Uniform,1664,14,3264.43
Jacket,826,24,3922.21
Uniform,3985,13,8346.28
Kurti,3070,10,4320.11
Trouser,736,11,1108.26
Shirt,925,9,918.4
Jeans,4731,15,9515.34
T-Shirt,4823,5,2710.6
Jacket,1936,29,9121.96
Jacket,2658,29,13277.92
T-Shirt,1394,5,743.86
T-Shirt,1853,7,1138.4
Hoodie,2196,17,6118.64
Shirt,2602,11,2533.22
T-Shirt,3359,8,1798.62
Dress,2183,14,5176.61
Kurti,4502,15,7616.12
Jeans,2215,15,4053.76
Jeans,2531,15,5043.61
Hoodie,1408,21,4122.9
Trouser,200,11,220.8
T-Shirt,4125,7,2168.08
Blazer,2358,26,13357.4
Jeans,4335,16,8408.75
T-Shirt,605,6,317.43
T-Shirt,461,5,291.71
Blazer,1152,23,6144.78
Dress,4827,15,10272.69
Blazer,4116,28,21239.63
Trouser,4257,11,5766.71
Blazer,560,25,2872.14
T-Shirt,1215,8,806.87
Dress,1026,18,2745.33
T-Shirt,4774,6,2500.58
Blazer,4581,24,24363.6
Blazer,3862,28,23119.88
Dress,908,17,2048.76
Shirt,2499,9,2245.5
Uniform,867,14,1725.34
Shirt,3242,10,3461.56
Kurti,910,13,1515.77
Uniform,2863,12,5934.45
Shirt,696,11,617.91
Dress,3864,16,9057.63
Jacket,1733,28,8840.54
Trouser,4476,12,6519.19
Hoodie,4747,17,13825.51
Trouser,2019,11,2714.29
Trouser,4424,12,6261.43
Hoodie,3818,17,10506.38
Kurti,3112,10,4713.39
Dress,3122,18,6903.38
Shirt,1877,12,1911.01
Hoodie,3076,17,8949.99
Dress,2705,15,6246.69
Jacket,4853,30,24294.53
Uniform,2097,17,4469.0
Uniform,4106,15,8732.92
Hoodie,1045,16,3113.04
Blazer,1517,26,7750.12
Blazer,4976,23,26478.09
Shirt,4998,10,4418.65
Trouser,3381,10,4503.03
Kurti,220,15,344.01
Blazer,1416,29,7651.51
Jeans,4334,18,9384.73
Uniform,2124,14,4263.97
T-Shirt,2211,7,1210.74
Trouser,4701,15,7696.66
T-Shirt,1560,7,920.4
Kurti,4956,10,7601.58
Uniform,4574,17,9882.64
Uniform,1879,14,4131.8
Shirt,3419,12,3252.41
T-Shirt,3777,6,1875.46
Hoodie,1500,17,4549.67
Jeans,1040,16,2074.18
Dress,759,15,1621.36
Blazer,2884,22,13602.85
Trouser,4079,10,5422.6
Shirt,1328,8,1327.82
Trouser,2968,13,4537.42
Jacket,2363,21,10398.61
Shirt,431,12,450.68
Blazer,2837,23,15055.34
T-Shirt,4409,8,2674.33
Hoodie,627,18,1779.44
Shirt,3834,12,3544.29
T-Shirt,2204,7,1370.21
Jeans,2613,18,5160.87
Blazer,1028,27,5601.8
Dress,1094,18,2704.46
Jacket,958,29,4243.09
T-Shirt,4787,7,2696.56
Trouser,3924,14,6643.43
Jeans,1908,12,3575.71
Blazer,3775,26,18131.92
Trouser,2103,15,3143.79
Shirt,3090,12,3283.14
Uniform,3353,18,7052.74
Uniform,1859,12,3737.15
Jeans,2915,13,5194.77
Shirt,4049,9,4133.3
Blazer,2655,24,15124.34
Trouser,2200,13,2960.78
T-Shirt,3667,7,2069.94
Kurti,2824,16,5200.49
Uniform,3535,13,7340.3
Dress,3962,16,10011.05
Jacket,222,27,1085.9
Shirt,4081,9,3963.23
Trouser,4590,13,7022.02
Trouser,4755,15,7436.59
Jeans,1274,16,2716.24
Blazer,4566,24,21530.15
Uniform,342,12,619.41
Dress,2865,16,7365.58
Shirt,869,12,791.63
Dress,2997,18,6780.14
Dress,1413,20,3177.57
Shirt,655,11,613.19
Jacket,2527,26,11305.3
Trouser,2263,14,3791.66
Shirt,2613,11,2289.46
Jacket,1092,20,4373.24
Jacket,3274,29,14456.16
Hoodie,2623,22,8550.58
Shirt,4681,11,4177.58
Dress,4863,18,11966.71
Uniform,4445,15,8584.94
Hoodie,2922,22,9979.02
Shirt,4598,9,4304.88
Uniform,892,15,1694.55
Blazer,3210,28,16757.87
Jeans,383,16,774.44
T-Shirt,4947,6,2713.96
Shirt,4965,11,5315.05
Jacket,3392,30,15859.34
Hoodie,811,20,2594.78
T-Shirt,4818,6,2540.67
T-Shirt,609,8,365.5
T-Shirt,3041,8,1894.34
Trouser,1877,14,3162.57
Shirt,1404,10,1314.11
Dress,3822,20,9590.71
T-Shirt,1425,6,798.54
Shirt,4035,11,4212.81
T-Shirt,3858,6,2206.46
T-Shirt,4160,5,2294.52
Kurti,2925,15,5150.45
Blazer,1515,30,9267.62
Trouser,3183,11,4264.39
Uniform,3889,18,7922.36
T-Shirt,4251,6,2332.42
Jeans,1993,14,4035.66
Jeans,3818,17,7510.28
Hoodie,495,22,1450.53
Hoodie,4426,17,12926.62
Shirt,1104,12,1131.16
Jeans,444,15,746.67
Jacket,562,20,2466.01
Kurti,1836,16,3431.98
Blazer,1494,24,8372.79
Hoodie,521,18,1734.43
Dress,491,14,1167.05
T-Shirt,2484,6,1409.83
Jacket,1631,29,7644.85
Shirt,1331,10,1281.64
Blazer,1725,28,9212.1
Blazer,2058,30,12047.44
Jeans,3334,13,6026.95
Dress,1441,18,3820.16
Uniform,2903,17,6542.95
Uniform,943,16,2153.29
Blazer,3485,27,17977.44
Jacket,2935,22,11880.69
Dress,2063,15,4451.44
Uniform,3161,17,6756.87
Trouser,3166,15,5126.31
T-Shirt,1167,8,679.05
T-Shirt,1826,7,984.51
Dress,937,16,2284.82
T-Shirt,3915,8,2305.69
Kurti,4747,12,7816.07
Dress,4979,15,11581.27
Hoodie,1635,16,4541.35
Hoodie,3300,16,10465.61
Kurti,1751,16,2740.45
Hoodie,2372,22,7455.59
Blazer,134,25,731.58
T-Shirt,1519,6,905.66
Shirt,1482,8,1259.82
Shirt,1120,12,1181.87
Kurti,3087,13,5426.56
Shirt,3468,10,3600.84
Uniform,4188,18,9762.04
Shirt,2471,9,2552.13
Blazer,4360,28,26119.3
Dress,2677,15,6227.99
T-Shirt,3016,8,1690.62
Jeans,697,16,1240.28
Hoodie,1977,20,5709.04
Dress,4186,14,10124.06
Hoodie,2308,21,6739.77
Jacket,1463,27,6854.04
Blazer,2422,22,13214.35
Dress,2705,14,6228.16
T-Shirt,4925,5,2810.74
Trouser,3490,10,5263.01
T-Shirt,2955,5,1564.06
Uniform,2510,15,5321.15
Jacket,2702,26,13208.52
Dress,4516,19,11310.33
Blazer,3771,30,20627.45
Dress,352,19,872.16
Uniform,3364,15,7647.6
Uniform,3157,18,6779.1
Jeans,1687,18,3621.95
Jacket,812,26,3533.68
Uniform,2533,17,5181.95
Jacket,2978,30,14063.61
Jeans,703,13,1241.21
Shirt,4789,11,4616.94
Shirt,1166,9,1027.32
T-Shirt,4485,8,2564.01
Shirt,3384,11,3484.52
Dress,3575,15,8848.95
T-Shirt,3963,6,2443.16
Jacket,4901,25,22778.73
T-Shirt,1046,7,529.37
Trouser,1261,12,1952.21
Uniform,4033,13,8485.72
Uniform,205,13,438.02
Jacket,842,26,3735.02
T-Shirt,4535,5,2310.77
Jacket,656,23,2828.75
Uniform,398,18,841.87
Trouser,4833,14,7601.03
Jacket,1056,20,4763.55
Jeans,1205,14,2484.63
Jeans,3772,16,6713.89
Jacket,3347,20,14817.59
Hoodie,932,17,2881.91
Trouser,540,14,739.71
Hoodie,4763,22,16502.22
Blazer,4073,28,24063.4
T-Shirt,2847,6,1453.72
Shirt,4364,12,4452.95
Jacket,1789,23,7242.17
Jeans,4641,17,9508.45
Kurti,1229,16,2059.32
Hoodie,4472,16,13223.09
Hoodie,2252,17,6997.89
T-Shirt,2501,7,1493.61
T-Shirt,4787,7,2563.43
Hoodie,2768,18,7704.15
Uniform,2246,16,4653.88
T-Shirt,4717,8,2677.03
T-Shirt,4142,8,2528.58
Shirt,3464,8,3039.87
Uniform,901,14,2000.58
Dress,1877,15,3973.6
T-Shirt,1880,8,1186.01
Kurti,3501,15,5729.03
Kurti,398,13,655.87
Shirt,2989,9,2547.73
Dress,2855,15,6524.39
Hoodie,4340,18,13673.48
Jacket,1198,26,5019.25
Dress,3516,16,8858.47
Blazer,1829,30,11161.79
Trouser,780,14,1216.38
Blazer,3283,23,15668.79
Dress,3327,18,8560.77
Trouser,4577,11,6005.82
Dress,4591,18,12071.09
Blazer,1393,23,7087.75
Uniform,3275,13,6948.55
Trouser,2859,13,4517.29
Trouser,1359,15,2018.53
Kurti,1399,12,2332.93
Jeans,3838,15,7677.17
Kurti,535,13,938.42
Blazer,3687,30,21422.81
Hoodie,2973,18,8133.37
T-Shirt,3248,5,1720.74
Dress,3908,19,10090.99
Jeans,2499,12,4881.71
Shirt,2868,10,2708.96
Trouser,1760,13,2834.48
T-Shirt,2210,6,1404.28
Trouser,1412,15,2361.38
Hoodie,1841,21,5621.78
Hoodie,4183,17,12578.42
Dress,1039,16,2284.93
Blazer,1687,27,8427.66
T-Shirt,3514,5,1967.25
Blazer,1643,27,8018.41
Jeans,1845,18,3885.29
Trouser,109,10,188.75
T-Shirt,4328,7,2525.23
Jacket,2496,22,11516.06
Kurti,1766,10,2903.16
Hoodie,3069,17,9418.74
Jeans,3573,18,7822.18
Jacket,720,30,3639.59
Shirt,2753,11,2460.62
Jeans,367,16,682.19
Blazer,2775,22,14824.18
T-Shirt,4476,7,2767.45
Hoodie,4716,21,14626.85
T-Shirt,1509,6,825.65
Uniform,3090,15,6276.24
Jacket,3570,22,15081.48
Hoodie,596,19,1632.97
Kurti,4557,14,7158.53
T-Shirt,2493,5,1267.19
Jeans,4914,16,9734.53
Uniform,3103,12,6723.66
T-Shirt,3188,7,1799.9
Shirt,4938,8,5020.74
Kurti,1073,13,1914.24
Hoodie,3229,16,8869.05
Hoodie,1281,20,4237.42
Jeans,4296,15,8875.8
Blazer,3914,28,23114.81
Jacket,4637,29,21868.78
Dress,3156,14,7013.66
Uniform,129,18,300.74
Dress,1357,16,3505.45
Uniform,2278,14,4355.86
Jeans,3973,12,7691.39
Kurti,452,13,784.63
Kurti,217,11,330.6
Dress,343,14,842.63
Shirt,3081,9,3033.66
Kurti,3867,12,6180.95
Uniform,1979,16,4157.21
Uniform,3856,15,8291.46
Shirt,4687,11,4561.2
Jeans,2477,12,4953.19
Shirt,3260,8,2900.8
Hoodie,3674,19,10355.14
Trouser,370,15,600.3
Uniform,1812,12,3436.17
Kurti,986,16,1698.04
Jacket,395,25,1637.24
Jeans,4990,14,8841.81
Uniform,3513,15,7998.27
Blazer,1169,29,6364.71
Uniform,3358,18,7107.37
Blazer,3033,28,15497.73
Kurti,2881,12,4650.48
Uniform,1188,15,2639.16
Dress,4590,15,10526.46
T-Shirt,3847,8,2014.7
Dress,4580,19,11220.86
Dress,667,20,1525.96
Uniform,4520,13,9921.35
Shirt,3085,9,3113.44
T-Shirt,676,7,389.14
Blazer,4605,22,23345.23
Jacket,532,27,2633.84
Kurti,1851,15,2844.43
Uniform,3814,12,7798.01
Shirt,4012,8,3688.36
Jeans,4629,14,9257.95
Shirt,1076,9,990.04
Hoodie,3319,21,10708.3
Dress,4933,14,10947.25
Blazer,3744,24,18221.16
Uniform,2208,13,4221.59
Blazer,4432,24,23016.3
Kurti,4842,13,7577.7
Jeans,3463,17,7293.46
T-Shirt,4688,7,2499.28
Trouser,1672,15,2294.31
Jeans,1459,16,2708.62
T-Shirt,3599,8,2062.39
Shirt,1289,12,1238.23
Shirt,2511,10,2383.07
Blazer,2484,28,12610.69
Hoodie,1004,18,2940.74
Jacket,2720,26,12556.95
T-Shirt,865,8,548.12
Kurti,2766,12,4155.49
Hoodie,665,21,2035.3
Jeans,1287,14,2714.4
Uniform,4506,16,9012.84
Kurti,151,11,229.01
Uniform,2379,18,5355.21
Uniform,1174,16,2404.86
Uniform,1146,13,2160.22
Kurti,2333,16,4259.89
Trouser,2432,10,3384.4
Uniform,1981,15,4097.05
Blazer,551,26,3140.54
Kurti,3453,10,5341.18
Hoodie,3620,19,10447.44
Trouser,3857,10,5924.2
T-Shirt,4528,6,2709.7
Hoodie,1430,21,4614.87
Blazer,964,25,5192.89
Uniform,1602,16,3320.57
Trouser,698,14,1039.83
T-Shirt,3141,5,1808.93
Shirt,1731,12,1586.09
Kurti,2603,16,4509.95
Uniform,3044,15,5987.65
Uniform,1284,12,2386.41
Jacket,1506,29,7248.44
Jeans,4207,12,8269.4
Blazer,790,29,4729.28
Trouser,1349,10,1847.53
Kurti,4612,14,8152.59
Jeans,1195,13,2428.58
Trouser,1873,13,3097.65
Uniform,1856,17,3920.46
Shirt,4635,11,4852.35
T-Shirt,834,5,455.12
Dress,1763,15,4349.45
Trouser,4163,10,5697.48
Jacket,1692,25,7935.95
Shirt,3127,8,3094.41
Jeans,196,14,387.06
Blazer,556,22,2756.89
T-Shirt,4399,6,2665.63
Kurti,542,11,948.49
Jacket,486,29,2536.97
Kurti,1818,12,2767.02
Shirt,1052,8,925.01
Kurti,1954,10,3238.98
T-Shirt,3912,8,2477.45
Jacket,1896,28,9320.24
Jacket,3663,28,16905.18
Shirt,3200,10,3015.93
Trouser,1777,12,2431.98
Shirt,2384,12,2153.77
Blazer,794,26,3928.39
T-Shirt,3898,6,2077.85
Jacket,3349,24,15979.93
Jacket,1182,20,5244.53
Blazer,353,28,2051.13
Kurti,4737,10,7633.87
Jacket,4622,21,19794.4
Uniform,3693,18,8041.86
Jacket,3302,22,14322.47
Trouser,1138,12,1578.58
T-Shirt,4681,8,2923.21
Uniform,4454,15,9413.72
Uniform,819,15,1591.33
T-Shirt,616,5,361.46
Hoodie,2486,22,7115.18
Trouser,4418,10,5729.35
Dress,723,20,1967.73
Dress,3872,18,8598.05
Dress,4051,18,10755.94
Dress,2734,14,6894.89
Jeans,1260,13,2382.19
Dress,3640,15,8003.65
Kurti,1179,11,1991.2
Trouser,2947,11,4416.23
Shirt,909,8,759.09
Blazer,3916,27,20014.7
Shirt,1461,11,1313.98
Jacket,1392,26,6945.51
Trouser,3612,14,5795.33
Dress,2688,19,6306.59
Hoodie,3885,18,11890.22
Trouser,784,14,1266.04
Jacket,1809,26,8014.78
Dress,1520,18,3809.96
T-Shirt,4455,6,2550.6
Jeans,169,17,293.71
Jacket,3596,29,16388.99
Kurti,1992,16,3555.12
Trouser,3548,10,5245.96
Shirt,4420,8,3829.92
T-Shirt,4640,7,2683.39
Shirt,4933,9,4701.79
Jeans,124,15,198.59
Jeans,1289,16,2444.94
T-Shirt,4577,6,2489.4
Trouser,3846,12,5694.94
Trouser,4121,11,5607.78
Jeans,3137,13,6143.49
Kurti,4901,11,7662.61
Jacket,2638,30,12376.53
Uniform,935,18,1995.45
Shirt,2638,8,2393.26
Shirt,2515,11,2327.95
Blazer,4439,27,21857.01
Trouser,2690,14,4342.62
Shirt,4954,10,4736.21
Dress,3052,17,7003.71
Jeans,406,14,729.83
Jacket,3209,30,15557.24
T-Shirt,746,5,410.22
Jeans,1604,18,3456.57
Dress,1015,20,2802.86
Kurti,2770,10,3957.75
Jeans,1594,16,3455.6
Trouser,4322,14,6735.96
Dress,3890,20,9891.83
T-Shirt,596,8,338.65
Uniform,1526,16,3153.81
Dress,4450,15,11224.84
Hoodie,577,18,1556.2
Jeans,1546,15,3276.86
Kurti,4250,14,7357.7
Kurti,4929,12,7567.53
Trouser,1245,12,1974.34
Blazer,2509,27,12660.05
Trouser,107,13,188.78
Dress,1387,18,3134.48
Dress,760,17,1888.96
Trouser,3507,12,5173.87
Blazer,4860,23,25706.4
Jeans,1022,13,2092.05
Jeans,1364,16,2572.01
Jacket,3049,25,13617.3
Kurti,2938,12,4546.52
Trouser,2999,14,4929.0
Hoodie,4047,17,11650.42
Kurti,593,12,920.43
Dress,3070,17,6763.02
Uniform,1906,14,3863.22
Kurti,4802,12,7681.76
Trouser,1155,13,1851.9
T-Shirt,1558,6,775.77
Hoodie,3495,19,10503.96
Kurti,3144,10,4444.05
Jeans,4957,18,9965.48
Shirt,893,9,858.95
Shirt,4063,9,3756.04
Blazer,1850,22,9856.66
Jeans,3731,14,7818.12
Dress,173,17,356.56
Dress,4605,16,10529.57
Trouser,1943,11,2730.52
Uniform,431,17,859.87
Jeans,1791,18,3951.24
Uniform,2965,17,5871.17
Dress,4622,15,11121.14
Hoodie,502,21,1557.67
Shirt,3578,12,3654.07
Uniform,3478,13,7392.74
Shirt,4641,12,4859.37
Blazer,4288,27,22645.87
Uniform,1760,13,3480.9
Kurti,4649,16,7651.56
Blazer,2334,24,12509.12
Jacket,4886,23,21396.74
Shirt,2055,10,2020.96
Blazer,3266,22,16477.62
Hoodie,153,22,560.33
Uniform,2507,14,4963.75
Blazer,4836,29,25115.9
Trouser,1216,14,1829.81
T-Shirt,4827,7,2551.73
Dress,1429,18,3196.33
Uniform,2900,17,5954.18
Jacket,3950,25,16037.48
T-Shirt,2165,5,1125.28
T-Shirt,418,5,245.23
Uniform,3811,15,8665.76
Uniform,1235,14,2476.07
Kurti,669,14,1065.57
Uniform,158,14,279.67
Dress,818,18,1991.43
Kurti,2206,15,3936.56
Jeans,1209,13,2094.49
Shirt,3056,12,2908.51
Kurti,584,12,981.15
Uniform,3595,12,7872.26
Blazer,4715,26,23021.9
Trouser,2594,11,3896.07
Jeans,3528,12,6796.51
Hoodie,1152,17,3648.89
Jeans,787,13,1434.6
T-Shirt,3818,8,2270.77
Dress,725,16,1832.07
Kurti,3629,13,6172.76
Jacket,136,29,653.14
Blazer,1994,30,11199.05
Dress,3176,17,7814.92
Hoodie,2829,18,8095.79
Uniform,4341,14,8727.18
Uniform,1615,18,3498.54
Hoodie,3644,21,11075.89
Kurti,2486,14,3838.3
Kurti,139,16,211.64
Kurti,2000,11,3315.64
Jeans,683,14,1307.97
Hoodie,4925,20,16377.96
Dress,207,20,495.32
Jeans,4012,13,7653.93
Dress,3062,16,7911.11
Blazer,1827,29,9291.7
Jeans,691,17,1453.35
Blazer,4543,22,23478.41
Dress,3606,14,8295.5
Shirt,4294,9,4010.39
Uniform,4846,14,9911.39
Jacket,2836,25,13946.59
Blazer,1487,24,8383.88
Jeans,1803,14,3322.73
Kurti,2522,14,4518.53
Dress,1514,18,3501.15
Hoodie,3721,18,10985.82
Jeans,2146,15,4028.27
Blazer,2278,26,12076.44
Dress,734,15,1659.23
